UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temperature Difference,Mechanical Power,Torque Speed Ratio,Tool Wear Risk,Temperature Stress,Temperature_Torque_Interaction,Speed_Torque_Interaction,Wear_Power_Interaction
174,M,298.2,308.0,1591,33.7,32,0,9.800000000000011,5614.727694324262,0.021181646749728694,0.128,91845.59999999999,330.2600000000004,53616.700000000004,179671.2862183764
175,L,298.2,308.1,1306,58.3,35,0,9.900000000000034,7973.341210859871,0.044640122477304645,0.14,91875.42,577.170000000002,76139.8,279066.9423800955
176,L,298.2,308.1,1382,43.5,37,0,9.900000000000034,6295.437518528586,0.03147612154017646,0.148,91875.42,430.65000000000146,60117.0,232931.1881855577
177,L,298.2,308.1,1618,34.7,39,0,9.900000000000034,5879.4487632912505,0.021446229900218647,0.156,91875.42,343.5300000000012,56144.600000000006,229298.50176835878
178,L,298.2,308.2,1988,21.4,41,0,10.0,4455.113486006709,0.010764587519736121,0.164,91905.23999999999,214.0,42543.2,182659.65292627504
179,L,298.2,308.2,1436,50.2,43,0,10.0,7548.953931261937,0.034958217245850826,0.172,91905.23999999999,502.0,72087.2,324605.0190442633
180,L,298.2,308.3,1304,49.8,45,0,10.100000000000023,6800.417121666609,0.0381901840197928,0.18,91935.06,502.9800000000011,64939.2,306018.7704749974
181,L,298.2,308.3,1475,49.9,47,0,10.100000000000023,7707.635776194758,0.03383050845164033,0.188,91935.06,503.99000000000115,73602.5,362258.88148115366
182,H,298.2,308.3,1824,24.2,49,0,10.100000000000023,4622.413766785878,0.013267543852375248,0.196,91935.06,244.42000000000056,44140.799999999996,226498.274572508
183,M,298.1,308.2,1342,48.1,54,0,10.099999999999966,6759.681136925063,0.03584202679892546,0.216,91874.42,485.80999999999835,64550.200000000004,365022.78139395337
184,L,298.1,308.2,1485,40.7,57,0,10.099999999999966,6329.209639554677,0.02740740738895124,0.228,91874.42,411.06999999999863,60439.50000000001,360764.9494546166
185,L,298.2,308.2,1667,30.6,59,0,10.0,5341.775652604869,0.018356328723241555,0.236,91905.23999999999,306.0,51010.200000000004,315164.7635036873
186,L,298.2,308.2,1446,38.2,61,0,10.0,5784.426057495671,0.026417703992795503,0.244,91905.23999999999,382.0,55237.200000000004,352849.98950723594
187,L,298.1,308.3,1301,56.0,63,0,10.199999999999989,7629.462478997932,0.04304381241887485,0.252,91904.23000000001,571.1999999999994,72856.0,480656.1361768697
188,L,298.2,308.4,1379,43.1,65,0,10.199999999999989,6224.008173561467,0.03125453224709606,0.26,91964.87999999999,439.61999999999955,59434.9,404560.53128149535
189,L,298.3,308.5,1606,33.6,67,0,10.199999999999989,5650.845537865033,0.02092154419618833,0.268,92025.55,342.71999999999963,53961.600000000006,378606.6510369572
190,M,298.3,308.4,1539,43.4,69,0,10.099999999999966,6994.504715805386,0.028200129936192246,0.276,91995.72,438.3399999999985,66792.59999999999,482620.8253905716
191,L,298.2,308.4,1477,49.9,72,0,10.199999999999989,7718.086807755701,0.0337846986907348,0.288,91964.87999999999,508.9799999999994,73702.3,555702.2501584104
192,L,298.2,308.4,1666,34.6,74,0,10.199999999999989,6036.423676215621,0.0207683073104632,0.296,91964.87999999999,352.9199999999996,57643.600000000006,446695.3520399559
193,H,298.2,308.4,1398,51.8,76,0,10.199999999999989,7583.427674647329,0.037052932734583016,0.304,91964.87999999999,528.3599999999993,72416.4,576340.503273197
194,H,298.2,308.4,1678,34.6,81,0,10.199999999999989,6079.903318541303,0.020619785446591307,0.324,91964.87999999999,352.9199999999996,58058.8,492472.1688018455
195,M,298.2,308.5,2678,10.7,86,1,10.300000000000011,3000.7026950518025,0.0039955190425707545,0.344,91994.7,110.21000000000011,28654.6,258060.431774455
196,L,298.3,308.5,1453,42.9,89,0,10.199999999999989,6527.569799702335,0.029525120420147884,0.356,92025.55,437.5799999999995,62333.7,580953.7121735079
197,H,298.3,308.6,1432,49.5,91,0,10.300000000000011,7422.955121901963,0.03456703908200626,0.364,92055.38,509.8500000000006,70884.0,675488.9160930787
198,M,298.4,308.6,1527,40.9,96,0,10.200000000000045,6540.199002169767,0.026784544841660412,0.384,92086.24,417.1800000000018,62454.299999999996,627859.1042082976
199,L,298.4,308.7,1588,35.0,99,0,10.300000000000011,5820.3239895506895,0.022040302253123235,0.396,92116.07999999999,360.5000000000004,55580.0,576212.0749655182
200,L,298.4,308.6,1433,47.1,101,0,10.200000000000045,7067.986567972853,0.03286810883958959,0.404,92086.24,480.4200000000022,67494.3,713866.6433652581
201,L,298.4,308.6,1609,35.0,103,0,10.200000000000045,5897.293009563639,0.021752641378649695,0.412,92086.24,357.0000000000016,56315.0,607421.1799850549
202,L,298.3,308.5,1575,41.2,105,0,10.199999999999989,6795.264909714723,0.02615873014212144,0.42,92025.55,420.23999999999955,64890.00000000001,713502.8155200459
203,M,298.4,308.5,1636,35.7,107,0,10.100000000000023,6116.178241714753,0.021821515879082203,0.428,92056.4,360.57000000000085,58405.200000000004,654431.0718634786
204,L,298.4,308.5,1490,37.9,110,0,10.100000000000023,5913.6292913623065,0.02543624159366695,0.44,92056.4,382.7900000000009,56471.0,650499.2220498538
205,L,298.4,308.5,1741,32.8,112,0,10.100000000000023,5980.000672157146,0.018839747260861715,0.448,92056.4,331.2800000000007,57104.799999999996,669760.0752816004
206,M,298.5,308.6,1344,53.0,114,0,10.100000000000023,7459.397596683604,0.03943452378018264,0.456,92117.1,535.3000000000012,71232.0,850371.3260219309
207,L,298.5,308.7,1609,35.3,117,0,10.199999999999989,5947.841235359899,0.02193909259046669,0.468,92146.95,360.05999999999955,56797.7,695897.4245371082
208,M,298.4,308.7,1421,60.7,119,1,10.300000000000011,9032.571061919716,0.04271639687352822,0.476,92116.07999999999,625.2100000000007,86254.7,1074875.9563684461
209,L,298.4,308.6,1591,36.7,122,0,10.200000000000045,6114.555085510398,0.023067253285312853,0.488,92086.24,374.3400000000017,58389.700000000004,745975.7204322686
210,L,298.4,308.6,1477,44.0,124,0,10.200000000000045,6805.527445716449,0.029790115078002628,0.496,92086.24,448.800000000002,64988.0,843885.4032688397
211,L,298.4,308.7,1523,36.1,126,0,10.300000000000011,5757.523552405431,0.023703217318645293,0.504,92116.07999999999,371.83000000000044,54980.3,725447.9676030843
212,L,298.5,308.7,1575,33.9,128,0,10.199999999999989,5591.249525226434,0.02152380951014361,0.512,92146.95,345.7799999999996,53392.5,715679.9392289836
213,H,298.4,308.7,1344,52.9,130,0,10.300000000000011,7445.323261595521,0.039360119018333244,0.52,92116.07999999999,544.8700000000006,71097.59999999999,967892.0240074177
214,L,298.4,308.7,1386,44.9,135,0,10.300000000000011,6516.856968753595,0.0323953823720091,0.54,92116.07999999999,462.4700000000005,62231.4,879775.6907817352
215,M,298.3,308.6,1589,37.1,137,0,10.300000000000011,6173.428531838671,0.023348017606451846,0.548,92055.38,382.13000000000045,58951.9,845759.7088618979
216,L,298.3,308.6,1548,40.3,140,0,10.300000000000011,6532.879091286902,0.026033591714448582,0.56,92055.38,415.09000000000043,62384.399999999994,914603.0727801663
217,L,298.3,308.6,1499,38.3,142,0,10.300000000000011,6012.13916500337,0.025550366894229237,0.568,92055.38,394.4900000000004,57411.7,853723.7614304785
218,L,298.3,308.5,1664,31.6,144,0,10.199999999999989,5506.416051603997,0.018990384603972125,0.576,92025.55,322.31999999999965,52582.4,792923.9114309757
219,L,298.3,308.6,1447,38.1,146,0,10.300000000000011,5773.273403575427,0.02633033861345519,0.584,92055.38,392.43000000000046,55130.700000000004,842897.9169220125
220,M,298.3,308.5,1434,46.2,148,0,10.199999999999989,6937.767552481556,0.032217573199290396,0.592,92025.55,471.2399999999995,66250.8,1026789.5977672703
221,L,298.3,308.5,1416,52.7,151,0,10.199999999999989,7814.523230245394,0.03721751409801023,0.604,92025.55,537.5399999999994,74623.2,1179993.0077670545
222,H,298.4,308.5,1827,24.3,153,0,10.100000000000023,4649.148720267926,0.013300492603557475,0.612,92056.4,245.43000000000055,44396.1,711319.7542009928
223,L,298.4,308.6,1304,45.0,158,0,10.200000000000045,6144.955230421635,0.034509202427523616,0.632,92086.24,459.00000000000205,58680.0,970902.9264066183
224,L,298.4,308.6,1569,34.4,160,0,10.200000000000045,5652.102174926468,0.021924792847721607,0.64,92086.24,350.88000000000153,53973.6,904336.347988235
225,L,298.3,308.6,1584,29.3,162,0,10.300000000000011,4860.169498809554,0.018497474735797048,0.648,92055.38,301.79000000000036,46411.200000000004,787347.4588071478
226,L,298.3,308.5,1362,53.8,164,0,10.199999999999989,7673.40288824614,0.03950073418538859,0.656,92025.55,548.7599999999993,73275.59999999999,1258438.073672367
227,L,298.3,308.4,1329,49.2,166,0,10.099999999999966,6847.28968405817,0.037020315999232264,0.664,91995.72,496.91999999999837,65386.8,1136650.0875536562
228,L,298.3,308.5,1539,36.1,168,0,10.199999999999989,5818.009682962545,0.02345679010821521,0.672,92025.55,368.21999999999963,55557.9,977425.6267377076
229,M,298.3,308.5,1629,37.1,170,0,10.199999999999989,6328.832648436246,0.022774708396086734,0.68,92025.55,378.4199999999996,60435.9,1075901.5502341618
230,L,298.3,308.5,1538,32.2,173,0,10.199999999999989,5186.099264643983,0.020936280870652614,0.692,92025.55,328.43999999999966,49523.600000000006,897195.172783409
231,L,298.3,308.6,1570,34.8,175,0,10.300000000000011,5721.46854071773,0.02216560508142318,0.7,92055.38,358.44000000000034,54635.99999999999,1001256.9946256028
232,L,298.3,308.4,1408,43.1,177,0,10.099999999999966,6354.897395485529,0.03061079543280483,0.708,91995.72,435.3099999999985,60684.8,1124816.8390009387
233,L,298.2,308.4,1424,47.6,179,0,10.199999999999989,7098.156329422827,0.03342696626866084,0.716,91964.87999999999,485.51999999999947,67782.40000000001,1270569.9829666861
234,L,298.2,308.4,1512,34.9,181,0,10.199999999999989,5525.935813958302,0.0230820105667447,0.724,91964.87999999999,355.97999999999956,52768.799999999996,1000194.3823264526
235,L,298.2,308.4,1478,42.9,183,0,10.199999999999989,6639.881737068171,0.029025710399847283,0.732,91964.87999999999,437.5799999999995,63406.2,1215098.3578834753
236,M,298.1,308.3,1680,33.7,185,0,10.199999999999989,5928.8136558546585,0.020059523797583616,0.74,91904.23000000001,343.73999999999967,56616.00000000001,1096830.5263331118
237,L,298.1,308.3,1495,38.7,188,0,10.199999999999989,6058.718512080596,0.02588628760810282,0.752,91904.23000000001,394.7399999999996,57856.50000000001,1139039.080271152
238,M,298.0,308.1,1552,36.6,190,0,10.100000000000023,5948.417194013058,0.02358247421160923,0.76,91813.8,369.6600000000008,56803.200000000004,1130199.2668624811
239,L,297.9,308.1,1393,50.3,193,0,10.200000000000045,7337.493329748808,0.036109116987717786,0.772,91782.99,513.0600000000022,70067.9,1416136.21264152
240,L,298.0,308.2,1611,30.6,195,0,10.199999999999989,5162.32788023182,0.01899441339603078,0.78,91843.59999999999,312.11999999999966,49296.600000000006,1006653.9366452049
241,M,298.0,308.1,1339,51.6,197,0,10.100000000000023,7235.339208629582,0.03853622103171305,0.788,91813.8,521.1600000000012,69092.40000000001,1425361.8241000276
242,L,298.0,308.1,1777,24.3,200,0,10.100000000000023,4521.91421779754,0.0136747326878589,0.8,91813.8,245.43000000000055,43181.1,904382.843559508
243,L,298.0,308.2,1348,58.8,202,1,10.199999999999989,8300.33911819652,0.04362017800918384,0.808,91843.59999999999,599.7599999999993,79262.4,1676668.501875697
244,L,298.0,308.2,1442,44.1,204,0,10.199999999999989,6659.359611520428,0.03058252425063625,0.816,91843.59999999999,449.81999999999954,63592.200000000004,1358509.3607501674
245,M,298.0,308.2,1395,49.1,206,0,10.199999999999989,7172.727267043536,0.035197132591256536,0.824,91843.59999999999,500.8199999999995,68494.5,1477581.8170109685
246,M,297.9,308.1,1627,31.4,209,0,10.200000000000045,5349.901905602153,0.019299323897173124,0.836,91782.99,320.2800000000014,51087.799999999996,1118129.4982708502
247,L,297.9,308.1,1585,33.5,212,0,10.200000000000045,5560.3571974661345,0.021135646674362366,0.848,91782.99,341.7000000000015,53097.5,1178795.7258628204
248,L,298.0,308.2,1469,45.5,214,0,10.199999999999989,6999.416072320499,0.030973451306348907,0.856,91843.59999999999,464.09999999999945,66839.5,1497875.0394765867
249,L,298.0,308.3,1362,56.8,216,1,10.300000000000011,8101.28780766507,0.041703377355577546,0.864,91873.40000000001,585.0400000000006,77361.59999999999,1749878.1664556551
250,L,298.0,308.3,1405,56.2,218,1,10.300000000000011,8268.776584003455,0.039999999971530247,0.872,91873.40000000001,578.8600000000007,78961.0,1802593.2953127532
251,L,298.0,308.3,1662,32.7,0,0,10.300000000000011,5691.246419390197,0.01967509024086938,0.0,91873.40000000001,336.8100000000004,54347.4,0.0
252,M,298.0,308.2,1466,42.6,2,0,10.199999999999989,6539.916258830944,0.02905866300882765,0.008,91843.59999999999,434.5199999999995,62451.6,13079.832517661887
253,L,298.0,308.2,1620,35.8,5,0,10.199999999999989,6073.326917919787,0.02209876541845755,0.02,91843.59999999999,365.15999999999957,57995.99999999999,30366.634589598936
254,L,298.0,308.2,1357,48.2,7,0,10.199999999999989,6849.446911013634,0.035519528345232476,0.028,91843.59999999999,491.6399999999995,65407.4,47946.12837709544
255,L,298.0,308.2,1514,37.9,9,0,10.199999999999989,6008.882380619149,0.025033025082540933,0.036,91843.59999999999,386.57999999999953,57380.6,54079.941425572346
256,L,298.0,308.2,1489,40.4,11,0,10.199999999999989,6299.479701076205,0.027132303541214032,0.044,91843.59999999999,412.07999999999953,60155.6,69294.27671183826
257,L,298.1,308.3,1331,63.0,13,0,10.199999999999989,8781.06562604883,0.047332832421237536,0.052,91904.23000000001,642.5999999999992,83853.0,114153.85313863479
258,L,298.0,308.0,1615,29.5,15,0,10.0,4989.110933288391,0.018266253858658665,0.06,91784.0,295.0,47642.5,74836.66399932586
259,L,298.1,308.2,1482,37.9,17,0,10.099999999999966,5881.878261610025,0.025573549240503674,0.068,91874.42,382.7899999999987,56167.799999999996,99991.93044737043
260,M,298.1,308.2,1420,63.9,19,1,10.099999999999966,9502.061140047688,0.044999999968309855,0.076,91874.42,645.3899999999978,90738.0,180539.16166090607
261,M,298.2,308.3,1522,49.1,22,0,10.100000000000023,7825.728244043198,0.03226018394726663,0.088,91935.06,495.9100000000011,74730.2,172166.02136895037
262,L,298.1,308.2,1654,32.1,25,0,10.099999999999966,5559.927846470144,0.019407496965291718,0.1,91874.42,324.2099999999989,53093.4,138998.19616175359
263,M,298.1,308.2,1736,26.8,27,0,10.099999999999966,4872.065662991147,0.015437788009540444,0.108,91874.42,270.6799999999991,46524.8,131545.772900761
264,M,298.0,308.1,1587,32.3,30,0,10.100000000000023,5367.945119409272,0.020352867031913753,0.12,91813.8,326.2300000000007,51260.1,161038.35358227816
265,L,298.1,308.2,1390,47.5,33,0,10.099999999999966,6914.121831775536,0.034172661845918946,0.132,91874.42,479.7499999999984,66025.0,228166.02044859267
266,L,298.0,308.1,1454,37.1,35,0,10.100000000000023,5648.9396383218545,0.02551581841436326,0.14,91813.8,374.71000000000083,53943.4,197712.8873412649
267,H,298.0,308.1,1440,43.7,37,0,10.100000000000023,6589.80475016995,0.03034722220114776,0.148,91813.8,441.370000000001,62928.00000000001,243822.77575628815
268,L,297.9,308.0,1954,21.1,42,0,10.100000000000023,4317.532671730501,0.010798362328148228,0.168,91753.2,213.1100000000005,41229.4,181336.37221268102
269,H,297.9,308.0,1800,24.8,44,0,10.100000000000023,4674.689868541612,0.013777777770123456,0.176,91753.2,250.48000000000056,44640.0,205686.3542158309
270,L,298.0,308.0,1524,37.0,49,0,10.0,5904.937551687375,0.024278215207166522,0.196,91784.0,370.0,56388.0,289341.9400326814
271,H,298.0,308.0,1520,39.6,51,0,10.0,6303.291500162561,0.02605263156180748,0.204,91784.0,396.0,60192.0,321467.8665082906
272,M,298.1,308.1,1452,40.8,56,0,10.0,6203.765844896836,0.028099173534366955,0.224,91844.61000000002,408.0,59241.6,347410.8873142228
273,L,298.1,308.1,1484,40.4,59,0,10.0,6278.326310542034,0.027223719658205036,0.236,91844.61000000002,404.0,59953.6,370421.25232197996
274,L,298.1,308.0,1426,46.0,61,0,9.899999999999977,6869.197056829202,0.03225806449350767,0.244,91814.8,455.39999999999895,65596.0,419021.02046658134
275,L,298.1,308.0,1652,28.5,63,0,9.899999999999977,4930.415510543821,0.01725181597018655,0.252,91814.8,282.14999999999935,47082.0,310616.17716426076
276,L,298.0,308.0,1401,54.7,65,0,10.0,8025.16701766859,0.03904354030046856,0.26,91784.0,547.0,76634.7,521635.8561484584
277,M,298.0,307.9,1750,26.6,67,0,9.899999999999977,4874.704600820162,0.015199999991314286,0.268,91754.2,263.3399999999994,46550.0,326605.2082549509
278,H,298.0,308.0,1479,50.7,70,0,10.0,7852.442253574224,0.0342799188409196,0.28,91784.0,507.0,74985.3,549670.9577501956
279,M,298.0,308.0,1620,29.4,75,0,10.0,4987.5924968391555,0.018148148136945586,0.3,91784.0,294.0,47628.0,374069.43726293667
280,L,298.0,308.1,1819,23.4,78,0,10.100000000000023,4457.35448876627,0.012864211097930614,0.312,91813.8,236.34000000000052,42564.6,347673.65012376907
281,M,298.1,308.1,1456,43.7,80,0,10.0,6663.024802949616,0.030013736243122435,0.32,91844.61000000002,437.0,63627.200000000004,533041.9842359693
282,L,298.1,308.0,1626,36.5,83,0,9.899999999999977,6215.012746596687,0.022447724463439282,0.332,91814.8,361.34999999999917,59349.0,515846.05796752503
283,M,298.1,308.1,1390,49.8,85,0,10.0,7248.910888893089,0.03582733810372134,0.34,91844.61000000002,498.0,69222.0,616157.4255559125
284,L,298.2,308.2,1469,43.0,88,0,10.0,6614.832771643549,0.029271613322483583,0.352,91905.23999999999,430.0,63167.0,582105.2839046323
285,L,298.2,308.3,2051,19.2,90,0,10.100000000000023,4123.780180808106,0.00936128717242258,0.36,91935.06,193.92000000000044,39379.2,371140.2162727295
286,L,298.2,308.3,1568,36.0,92,0,10.100000000000023,5911.2207369945545,0.02295918365882705,0.368,91935.06,363.6000000000008,56448.0,543832.307803499
287,L,298.2,308.3,1589,33.2,94,0,10.100000000000023,5524.4697373866275,0.020893643787983862,0.376,91935.06,335.3200000000008,52754.8,519300.155314343
288,L,298.2,308.3,1805,31.6,96,0,10.100000000000023,5973.005392515153,0.017506925198057105,0.384,91935.06,319.1600000000007,57038.0,573408.5176814548
289,H,298.2,308.4,1385,42.2,98,0,10.199999999999989,6120.555527478755,0.030469314057422876,0.392,91964.87999999999,430.43999999999954,58447.00000000001,599814.441692918
290,L,298.1,308.4,1436,46.7,103,0,10.299999999999955,7022.632442030527,0.032520891342255644,0.412,91934.04,481.0099999999979,67061.2,723331.1415291443
291,L,298.1,308.4,1438,45.6,105,0,10.299999999999955,6866.767558510426,0.03171070929644596,0.42,91934.04,469.67999999999796,65572.8,721010.5936435948
292,L,298.0,308.3,1473,42.6,107,0,10.300000000000011,6571.143689807626,0.028920570245131994,0.428,91873.40000000001,438.7800000000005,62749.8,703112.374809416
293,L,298.1,308.4,1335,40.2,109,0,10.299999999999955,5619.9950980067815,0.030112359528005724,0.436,91934.04,414.0599999999982,53667.00000000001,612579.4656827392
294,H,298.1,308.5,1392,44.8,111,0,10.399999999999977,6530.491480870174,0.03218390802285638,0.444,91963.85,465.91999999999894,62361.6,724884.5543765894
